ticker,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website
PND,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,596,0.0,6.7,6.7,2010.0,210,,0.198,-0.015,-0.074,Xăng dầu Dầu khí Nam Định,http://pvoilnamdinh.com.vn
PNG,UPCOM,Bán lẻ,CT,125,0.0,9.0,9.0,2003.0,72,,-0.006,-0.015,-0.148,Thương Mại Phú Nhuận,http://pnco.vn
PNJ,HOSE,Hàng cá nhân & Gia dụng,CT,13139,0.49,337.9,334.7,2004.0,7853,2.6,-0.024,-0.041,0.1,Vàng Phú Nhuận,https://www.pnj.com.vn
PNP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,265,0.0,16.1,16.1,2009.0,149,3.1,-0.006,-0.015,0.266,Tân Cảng - Phú Hữu,https://phuhuuport.com
PNT,UPCOM,Xây dựng và Vật liệu,CT,219,0.001,9.3,9.3,2005.0,29,,-0.006,-0.3,-0.418,Kỹ thuật XD Phú Nhuận,http://pntc.vn
POB,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,10.9,10.9,2010.0,133,2.3,-0.006,-0.015,-0.132,PVOIL Thái Bình,http://www.pvoilthaibinh.com
POM,UPCOM,Tài nguyên Cơ bản,CT,6008,0.038,278.5,279.7,2008.0,1110,2.2,-0.073,0.062,-0.607,Thép Pomina,http://www.pomina-steel.com
POS,UPCOM,Dầu khí,CT,339,0.003,40.0,40.0,2007.0,622,2.7,-0.049,0.002,0.636,Bảo dưỡng công trình DK biển,https://pos.ptsc.com.vn
POT,HNX,Công nghệ Thông tin,CT,2025,0.001,19.4,19.4,2004.0,290,2.2,-0.018,-0.073,0.062,Thiết bị Bưu điện Postef,http://postef.com.vn
POV,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,12.5,12.5,2007.0,290,,0.005,0.009,-0.119,PV Oil Vũng Áng,http://www.pvoilvungang.com
POW,HOSE,"Điện, nước & xăng dầu khí đốt",CT,59226,0.038,2341.9,2341.9,2007.0,2065,2.4,0.001,-0.026,0.021,Điện lực Dầu khí Việt Nam,https://pvpower.vn
PPC,HOSE,"Điện, nước & xăng dầu khí đốt",CT,8281,0.106,320.6,326.2,2006.0,736,2.6,0.006,-0.015,-0.066,Nhiệt điện Phả Lại,http://ppc.evn.vn
PPE,HNX,Hàng & Dịch vụ Công nghiệp,CT,150,0.003,2.0,2.0,2007.0,8,,-0.097,-0.274,-0.284,PVPower Engineering,https://pvpe.vn
PPH,UPCOM,Hàng cá nhân & Gia dụng,CT,2038,0.0,74.7,74.7,2009.0,1937,2.5,-0.003,-0.007,0.148,Phong Phú Corp.,http://www.phongphucorp.com
PPI,UPCOM,Bất động sản,CT,2255,0.005,48.3,48.3,2004.0,7,,-0.006,-0.015,-0.331,BĐS Thái Bình Dương,http://www.ppigroup.com.vn
PPP,HNX,Y tế,CT,0,0.062,8.8,8.8,2000.0,222,,0.0,-0.033,0.061,PP.Pharco,https://duocphongphu.com.vn
PPS,HNX,Hàng & Dịch vụ Công nghiệp,CT,242,0.291,15.0,15.0,2007.0,427,,-0.006,0.023,-0.009,DVKT Điện lực Dầu khí,http://www.pvps.vn
PPT,HNX,"Điện, nước & xăng dầu khí đốt",CT,334,0.0,18.2,17.3,2015.0,42,,0.044,0.062,-0.004,Petro Times,https://petrotimesgroup.com
PPY,HNX,"Điện, nước & xăng dầu khí đốt",CT,381,0.008,9.3,9.3,2009.0,307,,0.038,-0.004,-0.019,Xăng dầu dầu khí Phú Yên,https://pvoilphuyen.com.vn
PQN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,178,0.0,30.0,30.0,2007.0,722,,-0.006,-0.015,-0.131,DV Dầu khí Quảng Ngãi PTSC,https://ptscquangngai.com.vn
PRC,HNX,Hàng & Dịch vụ Công nghiệp,CT,125,0.014,1.2,1.2,1993.0,51,,0.014,0.011,0.045,Vận tải Portserco,http://www.portserco.com
PRE,HNX,Bảo hiểm,BH,106,0.008,104.4,104.4,2013.0,42,2.6,0.004,-0.02,0.06,Tái bảo hiểm PVI,http://www.pvire.com.vn
PRO,UPCOM,Thực phẩm và đồ uống,CT,125,0.0,3.0,3.0,2008.0,13,,-0.006,0.076,0.069,Procimex Việt Nam,https://procimex.com.vn
PRT,UPCOM,Tài nguyên Cơ bản,CT,887,0.0,300.0,300.0,2010.0,51,2.2,-0.042,-0.024,-0.277,Sản xuất - XNK Bình Dương,http://www.protrade.com.vn
PSB,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,50.0,50.0,2007.0,73,2.7,0.008,-0.109,-0.093,Sao Mai Bến Đình,http://pvsb.com.vn
PSC,HNX,Hàng & Dịch vụ Công nghiệp,CT,15,0.003,7.2,7.2,2000.0,238,,0.003,-0.024,-0.153,Vận tải Petrolimex SG,https://ptssaigon.petrolimex.com.vn
PSD,HNX,Bán lẻ,CT,915,0.001,51.8,51.8,2007.0,261,2.0,0.001,-0.007,-0.055,Phân phối Tổng hợp Dầu khí,http://www.psd.com.vn
PSE,HNX,Hóa chất,CT,469,0.0,12.5,12.5,2008.0,65,,-0.027,-0.047,-0.223,Phân bón và hóa chất dầu khí Đông Nam Bộ,http://www.pse.vn/vi
PSG,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,35.0,35.0,2009.0,25,,-0.006,-0.015,-0.631,XL Dầu khí Sài Gòn,http://www.pvcsg.com.vn
PSH,HOSE,"Điện, nước & xăng dầu khí đốt",CT,7209,0.0,126.2,126.2,2012.0,333,1.9,-0.17,-0.198,-0.774,TMại ĐT Dầu khí Nam Sông Hậu,https://nshpetro.vn
PSI,HNX,Dịch vụ tài chính,CK,0,0.004,59.8,59.8,2006.0,151,2.8,-0.02,-0.015,-0.358,Chứng khoán Dầu khí,https://www.psi.vn
PSL,UPCOM,Thực phẩm và đồ uống,CT,403,0.001,11.8,11.8,2005.0,74,2.3,-0.023,-0.047,-0.155,Chăn nuôi Phú Sơn,http://www.channuoiphuson.com.vn
PSN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,422,0.0,40.0,40.0,2009.0,745,3.0,-0.006,0.121,-0.14,PTSC Thanh Hóa,https://ptscthanhhoa.com.vn
PSP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,40.0,40.0,2007.0,227,2.2,0.08,0.173,0.869,DV Dầu Khí Đình Vũ,http://www.ptscdinhvu.com.vn
PSW,HNX,Hóa chất,CT,988,0.02,17.0,17.0,2008.0,53,2.5,-0.019,-0.064,-0.438,Phân bón hóa chất dầu khí Tây Nam Bộ,http://www.psw.vn
PTB,HOSE,Tài nguyên Cơ bản,CT,3731,0.246,66.9,66.9,2004.0,6315,2.4,0.017,-0.038,-0.054,Công ty Cổ phần Phú Tài,http://phutai.com.vn
PTC,HOSE,Xây dựng và Vật liệu,CT,1879,0.012,32.2,32.3,2004.0,6,2.9,-0.006,-0.04,-0.293,Đầu tư ICAPITAL,https://ptic.vn
PTD,HNX,Xây dựng và Vật liệu,CT,174,0.184,5.0,5.0,2001.0,98,,-0.006,0.294,-0.006,Thiết kế-XD-TM Phúc Thịnh,http://www.phucthinh.com.vn
PTE,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,12.1,12.5,2013.0,240,,-0.126,-0.135,-0.285,Xi măng Phú Thọ,http://www.ximangphutho.com.vn
PTG,UPCOM,Hàng cá nhân & Gia dụng,CT,283,0.0,5.0,5.0,1994.0,2645,,-0.006,-0.015,1.202,May Phan Thiết,http://www.phanthietgarment.com.vn
PTH,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,189,0.0,3.5,3.5,2000.0,276,,-0.006,-0.015,0.032,Vận tải và DV Petrolimex Hà Tây,https://ptshatay.petrolimex.com.vn
PTI,HNX,Bảo hiểm,BH,9896,0.375,80.4,80.4,1998.0,2040,2.7,-0.006,0.064,-0.06,Bảo hiểm Bưu điện,https://www.pti.com.vn
PTL,HOSE,Bất động sản,CT,2188,0.001,98.9,100.0,2006.0,22,2.6,-0.023,-0.082,-0.537,Victory Capital,https://victorycapital.com.vn
PTN,OTC,Bất động sản,CT,37,0.0,5.8,5.8,2010.0,17,,,,,Phát triển Nhà Khánh Hòa,http://phattriennhakh.vn
PTO,UPCOM,Xây dựng và Vật liệu,CT,192,0.0,1.2,1.2,2006.0,68,,-0.006,0.051,-0.132,Xây dựng Công trình Bưu điện,http://www.ptco.com.vn
PTP,UPCOM,Viễn thông,CT,433,0.0,6.7,6.8,2004.0,133,,-0.143,-0.025,-0.174,Viễn Thông và In Bưu điện,http://ptp.vn
PTS,HNX,Hàng & Dịch vụ Công nghiệp,CT,608,0.078,5.6,5.6,2000.0,217,,-0.054,-0.002,-0.258,Vận tải Petrolimex HP,http://www.ptshp.petrolimex.com.vn
PTT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,16.5,16.5,2007.0,196,,-0.28,-0.158,0.395,Vận tải Dầu khí Đông Dương,http://www.pvtrans-ptt.com
PTV,UPCOM,Dầu khí,CT,3355,0.0,20.0,20.0,2008.0,103,,-0.013,0.045,-0.287,Thương mại dầu khí,https://petechim.com.vn
PTX,HNX,Hàng & Dịch vụ Công nghiệp,CT,340,0.0,6.4,6.4,2013.0,418,,,0.238,39.286,VT Petrolimex Nghệ Tĩnh,http://www.ptsnghetinh.petrolimex.com.vn
PV2,HNX,Bất động sản,CT,2072,0.002,36.9,37.4,2007.0,11,,-0.048,-0.056,-0.338,Đầu tư PV2,http://www.pv2.com.vn
PVA,UPCOM,Xây dựng và Vật liệu,CT,0,0.002,21.8,21.8,2005.0,8,,-0.006,-0.015,-0.417,Xây dựng dầu khí Nghệ An,http://www.pvnc.com.vn
PVB,HNX,Dầu khí,CT,1967,0.008,21.6,21.6,2007.0,144,2.6,0.027,0.052,0.422,Bọc ống Dầu khí Việt Nam,http://www.pvcoating.vn
PVC,HNX,Dầu khí,CT,0,0.002,81.2,81.2,2005.0,380,2.4,-0.022,-0.002,-0.145,Hóa chất và Dịch vụ Dầu khí,https://pvchem.com.vn
PVD,HOSE,Dầu khí,CT,0,0.137,555.9,556.3,2006.0,1924,2.8,-0.003,0.006,-0.099,Khoan Dầu khí PVDrilling,http://www.pvdrilling.com.vn
PVE,UPCOM,Dầu khí,CT,123,0.108,25.0,25.0,2004.0,128,,-0.006,0.038,-0.131,Tư vấn Dầu khí,http://www.pve.vn
PVG,HNX,"Điện, nước & xăng dầu khí đốt",CT,2504,0.07,40.0,40.0,2007.0,533,2.6,-0.006,-0.057,-0.386,Kinh doanh LPG Việt Nam,https://pvgaslpg.com.vn
PVH,UPCOM,Xây dựng và Vật liệu,CT,420,0.0,21.0,21.0,2006.0,21,,-0.006,-0.158,-0.531,Xây lắp Dầu khí Thanh Hóa,http://pvc-th.vn
PVI,HNX,Bảo hiểm,BH,0,0.576,234.2,234.2,2006.0,2483,2.6,0.033,0.0,-0.036,Bảo hiểm PVI,https://www.pvi.com.vn
PVL,UPCOM,Bất động sản,CT,2187,0.003,50.0,50.0,2007.0,20,2.9,-0.006,0.041,0.179,Đầu tư Nhà Đất Việt,http://vpr.vn
PVM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1047,0.0,38.6,38.6,2010.0,292,2.9,0.0,0.006,0.087,Thiết bị dầu khí (PV MACHINO),https://pvmachino.vn
PVO,UPCOM,Hóa chất,CT,961,0.002,8.9,8.9,2009.0,81,,-0.021,-0.104,0.117,Dầu nhờn PV Oil,http://www.lube.pvoil.vn
PVP,HOSE,Hàng & Dịch vụ Công nghiệp,CT,3791,0.036,103.7,103.7,2008.0,64,2.9,-0.019,-0.076,0.141,Vận tải Dầu khí Thái Bình Dương,https://pacificshipping.vn
PVR,UPCOM,Bất động sản,CT,5384,0.001,51.9,53.1,2006.0,5,,-0.106,-0.015,-0.439,Đầu tư PVR Hà Nội,http://www.pvr.vn
PVS,HNX,Dầu khí,CT,18979,0.222,478.0,478.0,2006.0,7209,2.5,0.001,-0.005,-0.035,DVKT Dầu khí PTSC,http://www.ptsc.com.vn
PVT,HOSE,Hàng & Dịch vụ Công nghiệp,CT,18285,0.135,356.0,356.0,2006.0,847,3.3,0.04,0.032,0.019,Vận tải Dầu khí PVTrans,http://www.pvtrans.com
PVV,UPCOM,Xây dựng và Vật liệu,CT,149,0.001,30.0,30.0,2007.0,67,,-0.006,-0.015,-0.198,Vinaconex 39,http://www.pvv.com.vn
PVX,UPCOM,Xây dựng và Vật liệu,CT,4,0.001,400.0,400.0,2007.0,161,2.3,-0.006,-0.015,-0.339,Xây lắp Dầu khí Việt Nam,https://petrocons.vn
PVY,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,59.5,59.5,2007.0,280,,0.032,0.159,-0.2,Chế tạo Giàn khoan Dầu khí,http://www.pvshipyard.com.vn
PWA,UPCOM,Bất động sản,CT,1147,0.001,10.0,10.0,2006.0,28,,-0.042,0.013,-0.316,Bất động sản dầu khí,https://www.petrowaco.vn
PWS,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,209,0.0,38.4,38.4,2006.0,228,3.3,-0.006,0.051,-0.003,Cấp thoát nước Phú Yên,http://www.capthoatnuocpy.com.vn
PX1,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,20.0,20.0,1966.0,317,,-0.006,-0.015,-0.131,Xi măng Sông Lam 2,https://vissaigroup.vn/vi/trang-chu/
PXA,UPCOM,Bất động sản,CT,2347,0.001,15.0,15.0,2008.0,54,,-0.09,-0.229,-0.214,Đầu tư và Thương mại Dầu khí Nghệ An,http://www.pvit.com.vn
PXC,UPCOM,Bất động sản,CT,129,0.0,28.1,28.1,2008.0,4,,-0.006,-0.015,-0.131,Phát triển Đô thị Dầu khí,http://www.pvccm.vn
PXI,UPCOM,Xây dựng và Vật liệu,CT,3294,0.002,30.0,30.0,2009.0,23,,-0.006,-0.058,-0.468,XL CN và dân dụng Dầu khí,https://www.pvc-ic.com.vn
PXL,UPCOM,Bất động sản,CT,10039,0.001,82.6,82.7,2007.0,22,2.9,0.007,0.09,0.45,KCN Dầu khí Long Sơn,https://www.longsonpic.vn
PXM,UPCOM,Xây dựng và Vật liệu,CT,1055,0.002,15.0,15.0,2007.0,15,,-0.173,-0.015,-0.298,Xây lắp Dầu khí Miền Trung,http://www.pvcmt.vn
PXS,UPCOM,Xây dựng và Vật liệu,CT,3807,0.106,60.0,60.0,1983.0,708,2.5,-0.006,-0.081,-0.585,Lắp máy Dầu khí,http://www.pvc-ms.vn
PXT,UPCOM,Xây dựng và Vật liệu,CT,1741,0.023,20.0,20.0,2009.0,111,,-0.024,-0.054,-0.431,Xây lắp Đường ống Dầu khí,http://www.pvc-pt.vn
QBS,UPCOM,Hóa chất,CT,6678,0.0,69.3,69.3,2007.0,17,,-0.006,-0.015,-0.806,Xuất nhập khẩu Quảng Bình,https://quangbinhjsc.com.vn
QCC,UPCOM,Xây dựng và Vật liệu,CT,146,0.008,1.3,1.5,2002.0,20,,-0.006,-0.359,-0.358,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,http://www.qtc.vn
QCG,HOSE,Bất động sản,CT,3011,0.007,275.1,275.1,2007.0,98,2.2,0.02,0.034,-0.422,Quốc Cường Gia Lai,http://www.quoccuonggialai.com.vn
QHD,HNX,Hàng & Dịch vụ Công nghiệp,CT,410,0.003,5.5,5.5,2008.0,179,,-0.006,-0.112,-0.117,Que hàn Việt Đức,http://www.qhd.com.vn
QHW,UPCOM,Thực phẩm và đồ uống,CT,415,0.002,8.0,8.0,2004.0,197,,0.016,0.02,0.284,Nước khoáng Quảng Ninh,https://nuockhoangquangninh.com.vn
QNC,UPCOM,Xây dựng và Vật liệu,CT,1696,0.154,59.9,60.0,2005.0,913,2.3,-0.003,-0.058,-0.2,Xi măng Quảng Ninh,http://www.qncc.vn
QNS,UPCOM,Thực phẩm và đồ uống,CT,7468,0.134,367.6,367.6,2005.0,4133,3.1,0.002,0.021,-0.038,Đường Quảng Ngãi,http://qns.com.vn
QNT,UPCOM,Xây dựng và Vật liệu,CT,119,0.0,3.2,3.2,2017.0,2,,0.119,0.425,-0.231,Tư vấn và Đầu tư Phát triển Quảng Nam,https://qnt.vn
QNU,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,287,0.0,6.8,6.8,2010.0,336,,-0.006,-0.015,-0.132,Môi trường Đô thị Quảng Nam,http://urencoquangnam.com
QNW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,122,0.0,20.0,20.0,2010.0,114,,0.138,0.171,1.313,Cấp thoát nước và XD Quảng Ngãi,https://capnuocqni.com.vn
QPH,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,18.6,18.6,2005.0,51,3.2,-0.006,-0.015,0.162,Thủy điện Quế Phong,https://www.thuydienquephong.com.vn
QSP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,883,0.009,10.8,10.8,2008.0,9,,0.09,-0.025,0.278,Tân cảng Quy Nhơn,http://www.quynhonnewport.vn
QST,HNX,Truyền thông,CT,190,0.0,3.2,3.2,2004.0,181,,-0.006,-0.015,0.218,Sách Quảng Ninh,http://sachquangninh.vn
QTC,HNX,Xây dựng và Vật liệu,CT,0,0.019,2.7,2.7,2004.0,72,,0.015,0.037,0.2,GTVT Quảng Nam,http://www.cotracoqna.vn
QTP,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,5404,0.011,450.0,450.0,2002.0,840,2.8,-0.013,-0.027,-0.13,Nhiệt điện Quảng Ninh,http://www.quangninhtpc.com.vn
RAL,HOSE,Hàng cá nhân & Gia dụng,CT,0,0.022,23.5,23.5,2004.0,2418,3.0,0.025,-0.048,0.131,Bóng đèn Phích nước Rạng Đông,https://rangdong.com.vn
RAT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,183,0.005,5.9,5.9,2000.0,182,,-0.006,-0.015,-0.131,VT và TM Đường sắt,https://ratraco.vn
RBC,UPCOM,Hóa chất,CT,364,0.0,9.9,10.0,2005.0,430,,-0.029,0.079,0.712,Công Nghiệp và Xuất nhập khẩu Cao Su,https://rubico.com.vn
RCC,UPCOM,Xây dựng và Vật liệu,CT,360,0.001,32.1,32.1,2005.0,154,2.4,0.059,0.217,0.152,Công trình Đường sắt,https://rccgroup.vn
RCD,UPCOM,Xây dựng và Vật liệu,CT,0,0.001,4.8,5.3,1993.0,40,,-0.137,-0.145,-0.179,XD - Địa ốc Cao su,http://www.rcd-vrg.vn
RCL,HNX,Bất động sản,CT,393,0.003,13.9,13.9,2003.0,28,1.9,-0.014,0.044,-0.055,Địa Ốc Chợ Lớn,http://www.cholonres.com.vn
RDP,HOSE,Hóa chất,CT,2931,0.004,49.1,49.1,2005.0,546,2.5,-0.046,-0.088,-0.952,Nhựa Rạng Đông,https://rangdongholding.com.vn
REE,HOSE,"Điện, nước & xăng dầu khí đốt",CT,20198,0.49,471.0,471.0,2005.0,1941,2.8,-0.026,-0.024,0.105,Cơ Điện Lạnh REE,https://www.reecorp.com
RGC,OTC,Truyền thông,CT,0,0.0,89.1,89.1,2007.0,606,2.0,,,,Đầu tư PV-Inconess,http://www.pv-inconess.com.vn
RIC,UPCOM,Du lịch và Giải trí,CT,0,0.296,70.4,28.7,2005.0,465,2.0,-0.035,-0.07,-0.447,Quốc tế Hoàng Gia,https://royalhalonghotel.com
ROS,UPCOM,Xây dựng và Vật liệu,CT,16963,0.019,567.6,567.6,2011.0,776,2.3,,,,Xây dựng FLC FAROS,http://www.flcfaros.vn/Default.aspx
RTB,UPCOM,Hóa chất,CT,469,0.0,87.9,87.9,2009.0,3713,3.0,-0.014,0.056,0.395,Cao su Tân Biên,http://www.tabiruco.vn
S12,UPCOM,Xây dựng và Vật liệu,CT,432,0.114,5.0,5.0,2004.0,18,,-0.006,-0.015,0.655,Sông Đà 12,http://www.sd12.com.vn
S27,UPCOM,Xây dựng và Vật liệu,CT,257,0.01,1.6,1.6,1996.0,0,,-0.006,-0.015,-0.256,Sông Đà 27,http://www.songda27.com.vn
S4A,HOSE,"Điện, nước & xăng dầu khí đốt",CT,1048,0.001,42.2,42.2,2007.0,49,2.6,-0.006,0.01,0.14,Thủy điện Sê San 4A,http://sesan4a.com.vn
S55,HNX,Xây dựng và Vật liệu,CT,295,0.004,10.0,10.0,2004.0,64,2.9,-0.006,-0.015,0.051,Sông Đà 505,http://www.songda505.com.vn
S72,UPCOM,Xây dựng và Vật liệu,CT,630,0.0,12.0,12.0,2004.0,16,,0.052,0.044,-0.029,Sông Đà 7.02,http://www.songda702.com.vn
S74,UPCOM,Xây dựng và Vật liệu,CT,337,0.01,6.5,6.5,2007.0,7,,0.143,0.126,0.416,Sông Đà 7.04,http://www.songda704.com.vn
S96,UPCOM,Xây dựng và Vật liệu,CT,0,0.014,11.2,11.2,2003.0,30,,-0.006,-0.015,-0.331,Sông Đà 9.06,http://www.songda906.vn
S99,HNX,Xây dựng và Vật liệu,CT,5656,0.003,99.1,99.1,2003.0,826,2.3,-0.006,-0.026,-0.139,Sông Đà 9.09 (SCI),http://scigroup.vn
SAB,HOSE,Thực phẩm và đồ uống,CT,8675,0.608,1282.6,1282.6,2008.0,7701,2.5,0.009,0.012,-0.243,SABECO,https://www.sabeco.com.vn
SAC,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,469,0.0,4.0,4.1,2010.0,217,,-0.02,-0.165,1.368,Dịch vụ cảng Sài Gòn,http://www.sasteco.vn
SAF,HNX,Thực phẩm và đồ uống,CT,364,0.035,12.0,12.0,2005.0,634,2.6,-0.006,-0.015,0.02,Thực Phẩm SAFOCO,http://www.safocofood.com
SAL,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,155,0.0,8.3,8.3,2011.0,177,,-0.006,-0.015,-0.904,Trục vớt Cứu hộ Việt Nam,http://visal.com.vn
SAM,HOSE,Công nghệ Thông tin,CT,18375,0.006,380.0,380.0,1998.0,613,2.4,0.007,0.005,-0.075,SAM Holdings,http://samholdings.com.vn
SAP,UPCOM,Truyền thông,CT,0,0.001,1.3,1.3,2004.0,41,,-0.023,1.053,-0.794,In Sách TP.HCM,https://sapco.com.vn
SAS,UPCOM,Bán lẻ,CT,1050,0.003,133.5,133.5,2015.0,1138,2.3,-0.034,-0.088,0.058,DV Hàng không sân bay TSN,https://www.sasco.com.vn
SAV,HOSE,Tài nguyên Cơ bản,CT,1309,0.5,24.8,25.2,2001.0,997,2.5,-0.028,-0.089,0.308,Savimex,https://savimex.com.vn
SB1,UPCOM,Thực phẩm và đồ uống,CT,1156,0.007,10.5,10.5,2006.0,208,,-0.006,0.034,-0.131,Bia Sài Gòn - Nghệ Tĩnh,http://vidabeer.vn
SBA,HOSE,"Điện, nước & xăng dầu khí đốt",CT,6086,0.003,60.5,60.5,2007.0,103,2.9,0.013,-0.016,0.218,Sông Ba JSC,http://www.songba.vn
SBD,UPCOM,Công nghệ Thông tin,CT,0,0.009,13.5,13.5,2004.0,232,,0.045,-0.001,-0.218,Công nghệ Sao Bắc Đẩu,https://saobacdautelecom.vn
SBG,HOSE,Hàng & Dịch vụ Công nghiệp,CT,246,0.003,50.0,25.0,2015.0,251,,-0.002,0.01,,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,https://siba.com.vn
SBH,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,280,0.0,124.2,124.2,2007.0,108,2.6,-0.005,-0.03,0.221,Thủy điện Sông Ba Hạ,https://sbh.vn
SBL,UPCOM,Thực phẩm và đồ uống,CT,205,0.0,12.0,12.0,2006.0,96,,0.047,-0.159,-0.389,Bia Sài Gòn - Bạc Liêu,http://www.biasaigonbaclieu.com
SBM,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,45.0,45.0,2007.0,106,3.0,0.094,0.085,0.103,Đầu tư PT Bắc Minh,http://sbm.com.vn
SBR,UPCOM,Hóa chất,CT,691,0.0,81.4,81.4,2010.0,1122,2.5,-0.006,-0.015,0.055,Cao su Sông Bé,http://caosusongbe.vn
SBS,UPCOM,Dịch vụ tài chính,CK,19969,0.005,146.6,146.6,2006.0,80,2.2,-0.019,-0.008,-0.438,Chứng khoán Sacombank,http://www.sbsc.com.vn
SBT,HOSE,Thực phẩm và đồ uống,CT,22506,0.22,740.5,740.5,2007.0,2499,2.6,-0.006,-0.003,-0.227,Mía đường Thành Thành Công - Biên Hòa,https://ttcagris.com.vn
SBV,HOSE,Bán lẻ,CT,776,0.147,27.3,27.4,2008.0,533,2.7,-0.002,0.0,-0.025,Siam Brothers Việt Nam,http://www.siambrothersvn.com
SC5,HOSE,Xây dựng và Vật liệu,CT,1198,0.023,15.0,15.0,2003.0,272,2.2,-0.006,0.014,-0.131,Xây dựng Số 5,https://www.sc5.vn
SCC,UPCOM,Xây dựng và Vật liệu,CT,523,0.005,4.8,4.9,2002.0,9,,-0.006,-0.145,-0.38,Thương mại Đầu tư SHB,http://www.ximangsongda.vn
SCD,UPCOM,Thực phẩm và đồ uống,CT,516,0.063,8.5,8.5,2003.0,278,2.4,-0.06,-0.084,-0.155,Giải khát Chương Dương,https://www.cdbeco.com.vn
SCG,HNX,Xây dựng và Vật liệu,CT,207,0.0,85.0,85.0,2019.0,391,1.8,-0.005,-0.013,-0.137,Xây dựng SCG,https://scgr.vn
SCI,HNX,Xây dựng và Vật liệu,CT,335,0.008,25.4,25.4,2010.0,768,1.9,-0.006,-0.004,-0.436,SCI E&C,http://scigroup.vn
SCJ,UPCOM,Xây dựng và Vật liệu,CT,0,0.002,57.8,57.8,2003.0,296,2.0,0.03,0.057,-0.29,Xi măng Sài Sơn,http://ximangsaison.com
SCL,UPCOM,Xây dựng và Vật liệu,CT,864,0.0,18.7,18.7,2007.0,319,2.6,-0.031,-0.069,0.462,Sông Đà Cao Cường,http://www.songdacaocuong.vn
SCO,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,131,0.0,4.1,4.2,1984.0,42,,-0.006,-0.015,-0.228,Công nghiệp Thủy Sản,http://www.seameco.com.vn
SCR,HOSE,Bất động sản,CT,40131,0.004,395.7,395.7,2004.0,309,1.8,-0.029,-0.085,-0.373,TTC Land,https://ttcland.vn
SCS,HOSE,Du lịch và Giải trí,CT,2608,0.231,94.9,94.9,2008.0,516,2.5,-0.001,-0.076,0.06,DV Hàng hóa Sài Gòn,https://scsc.vn
SCY,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,329,0.0,62.0,62.0,2008.0,906,2.8,0.093,0.015,0.689,Đóng tàu Sông Cấm,https://songcam.vn
SD1,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,7.8,5.0,2007.0,1,,-0.006,-0.015,0.012,Sông Đà 1,http://www.songda1.com.vn
SD2,UPCOM,Xây dựng và Vật liệu,CT,0,0.06,14.4,14.4,2006.0,189,,-0.027,0.007,-0.206,Sông Đà 2,http://www.songda2.com.vn
SD3,UPCOM,Xây dựng và Vật liệu,CT,1745,0.002,16.0,16.0,2005.0,107,,-0.018,0.003,-0.016,Sông Đà 3,http://www.songda3.vn
SD4,UPCOM,Xây dựng và Vật liệu,CT,1181,0.004,10.3,10.3,2007.0,559,,0.194,0.185,-0.006,Sông Đà 4,http://www.songda4.vn
SD5,HNX,Xây dựng và Vật liệu,CT,1651,0.024,26.0,26.0,2004.0,1113,2.7,-0.006,-0.015,-0.008,Sông Đà 5,https://songda5.com.vn
SD6,UPCOM,Xây dựng và Vật liệu,CT,2479,0.003,34.8,34.8,2005.0,415,2.2,-0.01,-0.058,-0.278,Sông Đà 6,http://www.songda6.com.vn
SD7,UPCOM,Xây dựng và Vật liệu,CT,0,0.005,10.6,10.6,2004.0,17,,-0.118,-0.126,-0.331,Sông Đà 7,http://www.songda7.com.vn
